accessionnr	aantal.aminozuren	uit	categorie	land	jaar	kenmerken
AAN83983	199	Avian	H9N2	China	2000	Influenza A virus (A/Pigeon/Nanchang/11-145/2000(H9N2))
AAN83984	199	Avian	H9N2	China	2000	Influenza A virus (A/Duck/Nanchang/11-392/2000(H9N2))
AAN83985	199	Avian	H9N2	China	2001	Influenza A virus (A/chicken/Nanchang/4-301/2001(H9N2))
AAN83986	199	Avian	H9N2	China	2000	Influenza A virus (A/Pigeon/Nanchang/7-058/2000(H9N2))
AAN83987	199	Avian	H9N2	China	2000	Influenza A virus (A/quail/Nanchang/2-0460/2000(H9N2))
AAN83988	565	Avian	H1N1	China	2000	Influenza A virus (A/quail/Nanchang/12-340/2000(H1N1))
AAO15354	328	Swine	H3N2	Japan	1997	Influenza A virus (A/sw/Shizuoka/110/97(H3N2))
AAO15355	328	Swine	H3N2	Japan	1997	Influenza A virus (A/sw/Shizuoka/115/97(H3N2))
AAO15356	328	Swine	H3N2	Japan	1997	Influenza A virus (A/sw/Shizuoka/119/97(H3N2))
AAO15357	328	Swine	H3N2	Japan	1997	Influenza A virus (A/swine/Shizuoka/120/97(H3N2))
AAO33479	566	Avian	H6N2	USA	2000	Influenza A virus (A/chicken/California/431/2000(H6N2))
AAO33480	383	Avian	H6N2	USA	2000	Influenza A virus (A/chicken/California/465/2000(H6N2))
AAO33481	383	Avian	H6N2	USA	2000	Influenza A virus (A/chicken/California/650/2000(H6N2))
AAO33482	383	Avian	H6N2	USA	2000	Influenza A virus (A/chicken/California/1002/2000(H6N2))
AAO33483	383	Avian	H6N2	USA	2001	Influenza A virus (A/chicken/California/0139/2001(H6N2))
AAO33484	383	Avian	H6N2	USA	2001	Influenza A virus (A/chicken/California/1316/2001(H6N2))
AAO33485	566	Avian	H6N2	USA	2001	Influenza A virus (A/chicken/California/6643/2001(H6N2))
AAO33486	383	Avian	H6N2	USA	2001	Influenza A virus (A/chicken/California/8892/2001(H6N2))
AAO33487	383	Avian	H6N2	USA	2001	Influenza A virus (A/chicken/California/9174/2001(H6N2))
AAO33488	383	Avian	H6N2	USA	2001	Influenza A virus (A/chicken/California/9420/2001(H6N2))
AAO46077	560	Avian	H9N6	Hong Kong	1977	Influenza A virus (A/duck/Hong Kong/147/1977(H9N6))
AAO46078	560	Avian	H9N2	Hong Kong	1979	Influenza A virus (A/duck/Hong Kong/702/1979(H9N2))
AAO46079	560	Avian	H9N2	Hong Kong	1978	Influenza A virus (A/duck/Hong Kong/448/78(H9N2))
AAO46080	560	Avian	H9N2	Hong Kong	1978	Influenza A virus (A/duck/Hong Kong/366/78(H9N2))
AAO46081	560	Avian	H9N2	Hong Kong	1988	Influenza A virus (A/quail/Hong Kong/A28945/88(H9N2))
AAO46082	560	Avian	H9N2	Hong Kong	1999	Influenza A virus (A/guinea fowl/Hong Kong/WF10/99(H9N2))
AAO46083	560	Avian	H9N2	Hong Kong	1999	Influenza A virus (A/chicken/Hong Kong/WF2/99(H9N2))
AAO46084	558	Avian	H9N2	Hong Kong	1979	Influenza A virus (A/duck/Hong Kong/644/79(H9N2))
AAO46085	560	Avian	H9N2	Hong Kong	1979	Influenza A virus (A/duck/Hong Kong/552/79(H9N2))
AAO46086	560	Avian	H9N2	Hong Kong	1979	Influenza A virus (A/duck/Hong Kong/610/79(H9N2))
AAO46268	340	Human	H2N2	Chile	1957	Influenza A virus (A/Chile/13/57(H2N2))
AAO46269	340	Human	H2N2	Japan	1957	Influenza A virus (A/Japan/305/1957(H2N2))
AAO46270	340	Human	H2N2	Philippines	1960	Influenza A virus (A/Philippines/2/60(H2N2))
AAO46271	340	Human	H2N2	United Kingdom	1961	Influenza A virus (A/England/1/61(H2N2))
AAO46272	340	Human	H2N2	Panama	1961	Influenza A virus (A/Panama/1/61(H2N2))
AAO46273	340	Human	H2N2	Brazil	1961	Influenza A virus (A/Sao Paolo/1/1961(H2N2))
AAO46274	340	Human	H2N2	USA	1961	Influenza A virus (A/Yale/1/61(H2N2))
AAO46275	340	Human	H2N2	Japan	1962	Influenza A virus (A/Japan/170/62(H2N2))
AAO46276	340	Human	H2N2	Netherlands	1962	Influenza A virus (A/Netherlands/60/62(H2N2))
AAO46277	340	Human	H2N2	Taiwan	1962	Influenza A virus (A/Taiwan/1/1962(H2N2))
AAO46278	340	Human	H2N2	Japan	1962	Influenza A virus (A/Yokosuka/3/62(H2N2))
AAO46279	340	Human	H2N2	USA	1963	Influenza A virus (A/Albany/1/63(H2N2))
AAO46280	340	Human	H2N2	USA	1963	Influenza A virus (A/Georgia/1/1963(H2N2))
AAO46281	340	Human	H2N2	USA	1963	Influenza A virus (A/Great Lakes/3/1963(H2N2))
AAO46282	340	Human	H2N2	Netherlands	1963	Influenza A virus (A/Netherlands/65/63(H2N2))
AAO46283	340	Human	H2N2	United Kingdom	1964	Influenza A virus (A/England/12/64(H2N2))
AAO46284	340	Human	H2N2	Japan	1964	Influenza A virus (A/Murakami/4/64(H2N2))
AAO46285	340	Human	H2N2	Taiwan	1964	Influenza A virus (A/Taiwan/1964(H2N2))
AAO46286	340	Human	H2N2	USA	1965	Influenza A virus (A/Albany/1/65(H2N2))
AAO46287	340	Human	H2N2	Japan	1965	Influenza A virus (A/Kumamoto/1/1965(H2N2))
AAO46288	340	Human	H2N2	USA	1965	Influenza A virus (A/NewJersey/3/65(H2N2))
AAO46289	340	Human	H2N2	USA	1965	Influenza A virus (A/Pittsburgh/2/65(H2N2))
AAO46290	340	Human	H2N2	USA	1966	Influenza A virus (A/Berkeley/1/1966(H2N2))
AAO46291	340	Human	H2N2	USA	1966	Influenza A virus (A/California/1/1966(H2N2))
AAO46292	340	Human	H2N2	Canada	1966	Influenza A virus (A/Canada/1/1966(H2N2))
AAO46293	340	Human	H2N2	Panama	1966	Influenza A virus (A/Panama/1/66(H2N2))
AAO46294	340	Human	H2N2	USA	1967	Influenza A virus (A/AnnArbor/7/1967(H2N2))
AAO46295	340	Human	H2N2	Argentina	1967	Influenza A virus (A/Cordoba/522/67(H2N2))
AAO46296	340	Human	H2N2	United Kingdom	1967	Influenza A virus (A/England/10/67(H2N2))
AAO46297	340	Human	H2N2	USA	1967	Influenza A virus (A/Georgia/1/1967(H2N2))
AAO46298	340	Human	H2N2	South Africa	1967	Influenza A virus (A/Johannesburg/567/1967(H2N2))
AAO46299	340	Human	H2N2	Panama	1967	Influenza A virus (A/Panama/1/67(H2N2))
AAO46300	340	Human	H2N2	Poland	1967	Influenza A virus (A/Poland/5/67(H2N2))
AAO46301	340	Human	H2N2	Taiwan	1967	Influenza A virus (A/Taiwan/1/1967(H2N2))
AAO46302	340	Human	H2N2	Uruguay	1967	Influenza A virus (A/Montevideo/2208/67(H2N2))
AAO46303	340	Human	H2N2	Japan	1967	Influenza A virus (A/Tokyo/3/1967(H2N2))
AAO46304	340	Human	H2N2	USA	1968	Influenza A virus (A/Berkeley/1/1968(H2N2))
AAO46305	340	Human	H2N2	South Korea	1968	Influenza A virus (A/Korea/426/1968(H2N2))
AAO46797	568	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/HongKong/NT873.3/01-MB(H5N1))
AAO46798	568	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/HongKong/NT873.3/01(H5N1))
AAO46799	568	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/HongKong/FY150/01-MB(H5N1))
AAO46800	568	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/HongKong/FY150/01(H5N1))
AAO46801	568	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Pheasant/HongKong/FY155/01-MB(H5N1))
AAO46802	568	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Pheasant/HongKong/FY155/01(H5N1))
AAO46803	568	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/HongKong/YU822.2/01-MB(H5N1))
AAO46804	568	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/HongKong/YU822.2/01(H5N1))
AAO46805	568	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/HongKong/YU562/01(H5N1))
AAO47744	117	Avian	H9N2	Iran	2001	Influenza A virus (A/chicken/Tehran/TH1/01(H9N2))
AAO47745	117	Avian	H9N2	Iran	2001	Influenza A virus (A/chicken/Tehran/TH2/01(H9N2))
AAO47746	112	Avian	H9N2	Iran	2000	Influenza A virus (A/chicken/Tehran/TH3/00(H9N2))
AAO47747	116	Avian	H9N2	Iran	1999	Influenza A virus (A/chicken/Tehran/TH4/99(H9N2))
AAO47748	108	Avian	H9N2	Iran	1999	Influenza A virus (A/chicken/Tehran/TH5/99(H9N2))
AAO47749	116	Avian	H9N2	Iran	2001	Influenza A virus (A/chicken/Tehran/TH7/01(H9N2))
AAO47750	116	Avian	H9N2	Iran	2000	Influenza A virus (A/chicken/Tehran/TS8/00(H9N2))
AAO47751	112	Avian	H9N2	Iran	2000	Influenza A virus (A/chicken/Tehran/TS9/00(H9N2))
AAO47752	104	Avian	H9N2	Iran	2000	Influenza A virus (A/chicken/Tehran/TS10/00(H9N2))
AAO52859	550	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/FY77/01 (H5N1))
AAO52860	552	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/YU562/01 (H5N1))
AAO52861	552	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/YU563/01 (H5N1))
AAO52862	548	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/FY150/01 (H5N1))
AAO52863	557	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Pheasant/HongKong/FY155/01(H5N1))
AAO52864	557	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Silky Chicken/Hong Kong/SF189/01 (H5N1))
AAO52865	545	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Quail/Hong Kong/SF203/01 (H5N1))
AAO52866	557	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Pigeon/Hong Kong/SF215/01 (H5N1))
AAO52867	551	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/SF219/01 (H5N1))
AAO52868	556	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/715.5/01 (H5N1))
AAO52869	557	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/822.1/01 (H5N1))
AAO52870	456	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/829.2/01 (H5N1))
AAO52871	510	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/830.2/01 (H5N1))
AAO52872	518	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/858.3/01 (H5N1))
AAO52873	469	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/867.1/01 (H5N1))
AAO52874	556	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/879.1/01 (H5N1))
AAO52875	512	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/873.3/01 (H5N1))
AAO52876	512	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/876.1/01 (H5N1))
AAO52877	553	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/891.1/01 (H5N1))
AAO52878	499	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Chicken/Hong Kong/893.2/01 (H5N1))
AAO52879	557	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Goose/Hong Kong/76.1/01 (H5N1))
AAO52880	550	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Goose/Hong Kong/ww100/01 (H5N1))
AAO52881	500	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Duck/Hong Kong/573.4/01 (H5N1))
AAO52882	480	Avian	H5N1	Hong Kong	2001	Influenza A virus (A/Duck/Hong Kong/646.3/01 (H5N1))
AAO65768	187	Human	H1N1	United Kingdom	1918	Influenza A virus (A/London/1/1918(H1N1))
AAO65769	187	Human	H1N1	United Kingdom	1919	Influenza A virus (A/London/1/1919(H1N1))
AAO86904	552	Avian	H7N2	USA	2001	Influenza A virus (A/avian/NY/118353-1/2001(H7N2))
AAO86905	552	Avian	H7N2	USA	2000	Influenza A virus (A/avian/NY/70411-12/00(H7N2))
AAO86906	552	Avian	H7N2	USA	2000	Influenza A virus (A/avian/NY/74211-2/00(H7N2))
AAO86907	552	Avian	H7N2	USA	2000	Influenza A virus (A/avian/NY/76247-3/00(H7N2))
AAO86908	552	Avian	H7N2	USA	2000	Influenza A virus (A/avian/NY/81746-5/00(H7N2))
AAO86909	552	Avian	H7N2	USA	2000	Influenza A virus (A/avian/NY/7729-6/00(H7N2))
AAO86910	552	Avian	H7N2	USA	2001	Influenza A virus (A/chicken/FL/90348-4/2001(H7N2))
AAO86911	552	Avian	H7N2	USA	2001	Influenza A virus (A/chicken/NJ/118878-5/2001(H7N2))
AAO86912	552	Avian	H7N2	USA	2002	Influenza A virus (A/chicken/NJ/150383-7/02(H7N2))
AAO86913	552	Avian	H7N2	USA	2002	Influenza A virus (A/chicken/NJ/151244-18/02(H7N2))
AAO86914	552	Avian	H7N2	USA	1999	Influenza A virus (A/chicken/NJ/15814-9/99(H7N2))
AAO86915	552	Avian	H7N2	USA	2002	Influenza A virus (A/chicken/NJ/608/02(H7N2))
AAO86916	546	Avian	H7N2	USA	1998	Influenza A virus (A/chicken/NJ/9777-7/98(H7N2))
AAO86917	552	Avian	H7N2	USA	2001	Influenza A virus (A/chicken/NY/119055-7/01(H7N2))
AAO86918	552	Avian	H7N2	USA	2001	Influenza A virus (A/chicken/NY/119256-7/2001(H7N2))
AAO86919	560	Avian	H7N3	USA	1999	Influenza A virus (A/chicken/New York/12273-11/1999(H7N3))
AAO86920	552	Avian	H7N2	USA	1998	Influenza A virus (A/chicken/NY/1387-8/98(H7N2))
AAO86921	560	Avian	H7N3	USA	1999	Influenza A virus (A/chicken/New York/14714-9/1999(H7N3))
AAO86922	552	Avian	H7N2	USA	1999	Influenza A virus (A/chicken/NY/21586-8/1999(H7N2))
AAO86923	552	Avian	H7N2	USA	1999	Influenza A virus (A/chicken/NY/22409-4/99(H7N2))
AAO86924	552	Avian	H7N2	USA	2000	Influenza A virus (A/chicken/NY/30749-3/2000(H7N2))
AAO86925	546	Avian	H7N2	USA	1998	Influenza A virus (A/chicken/NY/6031-19/1998(H7N2))
AAO86926	549	Avian	H7N2	USA	2001	Influenza A virus (A/chicken/PA/143586/2001(H7N2))
AAO86927	552	Avian	H7N2	USA	2002	Influenza A virus (A/chicken/PA/149092-1/2002(H7N2))
AAO86928	551	Avian	H7N2	USA	1997	Influenza A virus (A/chicken/PA/9701027/97(H7N2))
AAO86929	551	Avian	H7N2	USA	1997	Influenza A virus (A/chicken/PA/9701524/97(H7N2))
AAO86930	551	Avian	H7N2	USA	1997	Influenza A virus (A/chicken/PA/9701530/97(H7N2))
AAO86931	551	Avian	H7N2	USA	1998	Influenza A virus (A/chicken/PA/9800896/98(H7N2))
AAO86932	551	Avian	H7N2	USA	1998	Influenza A virus (A/chicken/PA/9801289/98(H7N2))
AAO86933	552	Avian	H7N2	USA	2002	Influenza A virus (A/chicken/VA/32/02(H7N2))
AAO86934	552	Avian	H7N2	USA	1999	Influenza A virus (A/chicken/NY/14858-12/1999(H7N2))
AAO86935	552	Avian	H7N2	USA	2002	Influenza A virus (A/guineafowl/MA/148081-11/02(H7N2))
AAO86936	552	Avian	H7N2	USA	1998	Influenza A virus (A/guineafowl/NJ/13246-9/98(H7N2))
AAO86937	552	Avian	H7N2	USA	2002	Influenza A virus (A/turkey/NC/11165/02(H7N2))
AAO86938	546	Avian	H7N2	USA	1998	Influenza A virus (A/turkey/NJ/9778-8/98(H7N2))
AAO86939	552	Avian	H7N2	USA	2002	Influenza A virus (A/turkey/VA/55/2002(H7N2))
AAO86940	552	Avian	H7N2	USA	2002	Influenza A virus (A/turkey/VA/66/02(H7N2))
AAO86941	552	Avian	H7N2	USA	2002	Influenza A virus (A/turkey/VA/67/02(H7N2))
AAO86942	552	Avian	H7N2	USA	1999	Influenza A virus (A/chicken/NJ/17206/99(H7N2))
AAO86943	552	Avian	H7N2	USA	1999	Influenza A virus (A/Chicken/New Jersey/20621/99(H7N2))
AAO86944	552	Avian	H7N2	USA	1998	Influenza A virus (A/chicken/NY/3572/98(H7N2))
AAO86945	556	Avian	H7N2	USA	1999	Influenza A virus (A/chicken/NJ/15827/99(H7N2))
AAO86946	552	Avian	H7N2	USA	1999	Influenza A virus (A/chicken/NY/1398-6/99(H7N2))
AAO86947	552	Avian	H7N2	USA	1999	Influenza A virus (A/chicken/NY/34173-3/99(H7N2))
AAO86948	560	Avian	H7N2	USA	1999	Influenza A virus (A/Chicken/NY/14714-2/1999(H7N3))
AAO86949	552	Avian	H7N2	USA	1998	Influenza A virus (A/Goose/New Jersey/8600-3/98(H7N2))
AAO86950	560	Avian	H7N2	USA	1999	Influenza A virus (A/quail/NY/11430/99(H7N2))
AAO86951	560	Avian	H7N2	USA	1998	Influenza A virus (A/quail/PA/20304/1998(H7N2))
AAO86952	552	Avian	H7N2	USA	2000	Influenza A virus (A/avian/NY/73063-6/00(H7N2))
AAO88265	344	Human	H1N1	USA	1998	Influenza A virus (A/Wisconsin/10/1998(H1N1))
AAP21996	328	Human	H3N2	Finland	1992	Influenza A virus (A/Finland/246/1992(H3N2))
AAP21997	328	Human	H3N2	Finland	1993	Influenza A virus (A/Finland/300/93(H3N2))
AAP23238	566	Human	H3N2	USA	1998	Influenza A virus (A/Memphis/31/98(H3N2))
AAP23303	560	Avian	H9N2	China	2002	Influenza A virus (A/chicken/Shanghai/1/2002(H9N2))
AAP34322	566	Human	H1N1	USA	1991	Influenza A virus (A/Texas/36/1991(H1N1))
AAP34323	565	Human	H1N1	China	1995	Influenza A virus (A/Beijing/262/1995(H1N1))
AAP34324	565	Human	H1N1	New Caledonia	1999	Influenza A virus (A/New Caledonia/20/1999(H1N1))
AAP34325	562	Human	H1N1	China	1995	Influenza A virus (A/Shenzhen/227/1995(H1N1))
AAP41031	110	Avian	H9N2	Iran	1998	Influenza A virus (A/chicken/Tehran/TH6/98(H9N2))
AAP41032	103	Avian	H9N2	Iran	2002	Influenza A virus (A/chicken/Tehran/TN1/02(H9N2))
AAP41033	110	Avian	H9N2	Iran	2000	Influenza A virus (A/chicken/Tehran/TH8/00(H9N2))
AAP41034	103	Avian	H9N2	Iran	1999	Influenza A virus (A/chicken/Tehran/TS5/99(H9N2))
AAP41035	102	Avian	H9N2	Iran	1998	Influenza A virus (A/chicken/Tehran/TS4/98(H9N2))
AAP47821	560	Swine	H9N2	China	2003	Influenza A virus (A/Sw/ShanDong/1/2003(H9N2))
AAP49029	554	Avian	H9N2	China	2000	Influenza A virus (A/Duck/Shantou/2144/00(H9N2))
AAP49030	446	Avian	H9N2	China	2000	Influenza A virus (A/Duck/Shantou/1881/00(H9N2))
AAP49031	547	Avian	H9N2	China	2000	Influenza A virus (A/Duck/Shantou/2143/00(H9N2))
AAP49032	553	Avian	H9N2	China	2000	Influenza A virus (A/Duck/Shantou/1796/00(H9N2))
AAP49033	443	Avian	H9N2	China	2001	Influenza A virus (A/Duck/Shantou/2088/01(H9N2))
AAP49034	368	Avian	H9N2	China	2000	Influenza A virus (A/Duck/Shantou/830/00(H9N2))
AAP49035	348	Avian	H9N2	China	2000	Influenza A virus (A/Duck/Shantou/2102/00(H9N2))
AAP49036	430	Avian	H9N2	China	2001	Influenza A virus (A/Duck/Shantou/1605/01(H9N2))
AAP49037	546	Avian	H9N2	China	2000	Influenza A virus (A/Duck/Shantou/2134/00(H9N2))
AAP49038	375	Avian	H9N2	China	2001	Influenza A virus (A/wild duck/Shantou/4808/01(H9N2))
AAP49039	394	Avian	H9N2	China	2000	Influenza A virus (A/Duck/Shantou/1043/00(H9N2))
AAP49040	346	Avian	H9N2	China	2000	Influenza A virus (A/Duck/Shantou/1042/00(H9N2))
AAP49041	495	Avian	H9N2	Hong Kong	1978	Influenza A virus (A/duck/Hong Kong/289/78(H9N2))
AAP49042	495	Avian	H9N2	Hong Kong	1979	Influenza A virus (A/duck/Hong Kong/552/79(H9N2))
AAP49043	494	Avian	H9N2	Hong Kong	1976	Influenza A virus (A/duck/Hong Kong/86/76(H9N2))
AAP49044	468	Avian	H9N2	Hong Kong	1979	Influenza A virus (A/duck/Hong Kong/610/79(H9N2))
AAP49045	260	Avian	H9N2	Hong Kong	1978	Influenza A virus (A/duck/Hong Kong/366/78(H9N2))
AAP49046	542	Avian	H9N1	China	2000	Influenza A virus (A/Duck/Shantou/1588/00(H9N1))
AAP49047	542	Avian	H9N1	China	2000	Influenza A virus (A/Duck/Shantou/2030/00(H9N1))
AAP60036	566	Human	H1N1	USA	1996	Influenza A virus (A/Memphis/14/96-M(H1N1))
AAP60037	566	Human	H1N1	USA	1996	Influenza A virus (A/Memphis/14/96-M1(H1N1))
AAP69673	368	Human	H1N1	South Korea	2002	Influenza A virus (A/Pusan/24/2002(H1N1))
AAP69674	381	Human	H1N1	South Korea	2002	Influenza A virus (A/Seoul/33/2002(H1N1))
AAP69675	381	Human	H1N1	South Korea	2002	Influenza A virus (A/Pusan/45/2002(H1N1))
AAP69676	385	Human	H1N1	South Korea	2002	Influenza A virus (A/Pusan/46/2002(H1N1))
AAP69677	379	Human	H1N1	South Korea	2002	Influenza A virus (A/Chonnam/51/2002(H1N1))
AAP69678	381	Human	H1N1	South Korea	2002	Influenza A virus (A/Gwangju/90/2002(H1N1))
AAP69679	381	Human	H1N1	South Korea	2002	Influenza A virus (A/Seoul/13/2002(H1N1))
AAP69680	375	Human	H1N1	South Korea	2002	Influenza A virus (A/Seoul/15/2002(H1N1))
AAP69681	381	Human	H1N1	South Korea	2002	Influenza A virus (A/Chonnam/19/2002(H1N1))
AAP69682	376	Human	H1N1	South Korea	2002	Influenza A virus (A/Pusan/22/2002(H1N1))
AAP69683	385	Human	H1N1	South Korea	2002	Influenza A virus (A/Pusan/44/2002(H1N1))
AAP69684	382	Human	H1N1	South Korea	2002	Influenza A virus (A/Pusan/47/2002(H1N1))
AAP69685	379	Human	H1N1	South Korea	2002	Influenza A virus (A/Chungbuk/50/2002(H1N1))
AAP69686	385	Human	H1N1	South Korea	2002	Influenza A virus (A/Gwangju/55/2002(H1N1))
AAP69687	382	Human	H1N1	South Korea	2002	Influenza A virus (A/Gwangju/57/2002(H1N1))
AAP69688	384	Human	H1N1	South Korea	2002	Influenza A virus (A/Gwangju/58/2002(H1N1))
AAP69689	379	Human	H1N1	South Korea	2002	Influenza A virus (A/Chonnam/07/2002(H1N1))
AAP69690	384	Human	H1N1	South Korea	2002	Influenza A virus (A/Seoul/11/2002(H1N1))
AAP69691	384	Human	H1N1	South Korea	2002	Influenza A virus (A/Chonnam/18/2002(H1N1))
AAP69692	378	Human	H1N1	South Korea	2002	Influenza A virus (A/Pusan/23/2002(H1N1))
AAP71989	564	Avian	H5N2	USA	1998	Influenza A virus (A/Chukkar/MN/14951-7/1998(H5N2))
AAP71990	354	Avian	H5N2	USA	1998	Influenza A virus (A/pheasant/NJ/1355/1998(H5N2))
AAP71991	356	Environment	H5N2	USA	1998	Influenza A virus (A/environment/NY/5626-1/1998(H5N2))
AAP71992	357	Environment	H5N2	USA	1998	Influenza A virus (A/environment/NY/5626-2/98(H5N2))
AAP71993	331	Environment	H5N2	USA	1998	Influenza A virus (A/environment/NY/5626-17/98(H5N2))
AAP71994	339	Avian	H5N2	USA	2000	Influenza A virus (A/Avian/NY/31588-2/2000(H5N2))
AAP71995	564	Avian	H5N2	USA	2000	Influenza A virus (A/Avian/NY/31588-3/2000(H5N2))
AAP71996	564	Avian	H5N2	USA	2000	Influenza A virus (A/Duck/NY/44018-1/2000(H5N2))
AAP71997	564	Avian	H5N2	USA	2000	Influenza A virus (A/duck/NY/44018-2/00(H5N2))
AAP71998	564	Avian	H5N2	USA	2000	Influenza A virus (A/chukkar/NY/51375/00(H5N2))
AAP71999	332	Avian	H5N2	USA	2000	Influenza A virus (A/Avian/NY/53726/2000(H5N2))
AAP72000	564	Unknown	H5N2	USA	2001	Influenza A virus (A/unknown/NY/9899-6/01(H5N2))
AAP72001	564	Unknown	H5N2	USA	2001	Influenza A virus (A/unknown/NY/101250-18/2001(H5N2))
AAP72002	564	Avian	H5N2	USA	2001	Influenza A virus (A/Duck/NJ/117228-7/2001(H5N2))
AAP72003	564	Unknown	H5N2	USA	2001	Influenza A virus (A/unknown/NY/118547-11/2001(H5N2))
AAP72004	548	Avian	H5N2	USA	2002	Influenza A virus (A/duck/ME/151895-7A/2002(H5N2))
AAP72005	564	Avian	H5N2	USA	2002	Influenza A virus (A/Duck/NY/185502/2002(H5N2))
AAP72006	548	Avian	H5N2	USA	2002	Influenza A virus (A/duck/NY/186875/2002(H5N2))
AAP72007	548	Avian	H5N2	USA	2002	Influenza A virus (A/duck/NY/191255-79/02(H5N2))
AAP72008	548	Avian	H5N2	USA	2002	Influenza A virus (A/turkey/CA/D0208651-C/02(H5N2))
AAP72009	548	Avian	H5N3	USA	2000	Influenza A virus (A/ruddy turnstone/New Jersey/2242/2000(H5N3))
AAP72010	548	Avian	H5N3	USA	2002	Influenza A virus (A/chicken/Texas/167280-4/2002(H5N3))
AAP72011	548	Avian	H5N8	USA	2002	Influenza A virus (A/duck/NY/191255-59/2002(H5N8))
AAP79943	281	Human	H3N2	Taiwan	2000	Influenza A virus (A/Taiwan/0275/2000 (H3N2))
AAP79947	281	Human	H3N2	Taiwan	2000	Influenza A virus (A/Taiwan/0379/2000(H3N2))
AAP79953	281	Human	H3N2	Taiwan	2000	Influenza A virus (A/Taiwan/0646/2000 (H3N2))
AAP79961	281	Human	H3N2	Taiwan	1996	Influenza A virus (A/Taiwan/1990/96 (H3N2))
AAP79964	187	Human	H1N1	Taiwan	2001	Influenza A virus (A/Taiwan/2175/2001 (H1N1))
AAP79966	281	Human	H3N2	Taiwan	1996	Influenza A virus (A/Taiwan/2195/96 (H3N2))
AAP79971	187	Human	H1N1	Taiwan	2001	Influenza A virus (A/Taiwan/3361/2001 (H1N1))
AAP79973	281	Human	H3N2	Taiwan	1997	Influenza A virus (A/Taiwan/3396/97 (H3N2))
AAP79975	281	Human	H3N2	Taiwan	1997	Influenza A virus (A/Taiwan/3503/97 (H3N2))
AAP79977	187	Human	H1N1	Taiwan	2001	Influenza A virus (A/Taiwan/3896/2001 (H1N1))
AAP97867	105	Avian	H9N2	India	2003	Influenza A virus (A/chicken/India/2793/2003(H9N2))
AAQ04843	407	Avian	H9N2	South Africa	1995	Influenza A virus (A/ostrich/South Africa/9508103/95(H9N2))
AAQ04844	545	Avian	H9N2	Pakistan	1999	Influenza A virus (A/chicken/Pakistan/4/99(H9N2))
AAQ04845	549	Avian	H9N2	Pakistan	1999	Influenza A virus (A/chicken/Pakistan/5/99(H9N2))
AAQ04846	383	Avian	H9N2	Germany	1995	Influenza A virus (A/duck/Germany/113/95(H9N2))
AAQ04847	535	Avian	H9N2	Iran	1999	Influenza A virus (A/chicken/Iran/11T/99(H9N2))
AAQ04848	388	Avian	H9N2	Saudi Arabia	1999	Influenza A virus (A/chicken/Saudi Arabia/532/99(H9N2))
AAQ04849	383	Avian	H9N2	Ireland	1997	Influenza A virus (A/pheasant/Ireland/PV18/97(H9N2))
AAQ04850	398	Avian	H9N2	South Korea	1999	Influenza A virus (A/Chicken/Korea/99029/99(H9N2))
AAQ04851	538	Avian	H9N2	China	1998	Influenza A virus (A/chicken/Beijing/8/98(H9N2))
